,0
846,43437.5163084475
847,36951.819483122985
848,49461.811940059386
849,43877.166076891284
850,66131.6936482185
851,58824.08271544123
852,37309.75430218322
853,36188.104534065475
854,56999.63927958192
855,36175.94405792928
856,43458.97369884847
857,47267.37547050888
858,37466.2395598206
859,32883.799753806
860,43935.148580172914
861,37631.57556450929
862,36156.99185495514
863,61634.214046520276
864,43935.148580172914
865,33178.10101843758
866,37599.88382517448
867,40452.88329477928
868,60184.29448847441
869,43687.872731913485
870,41189.292277984045
871,58744.25517930742
872,28376.2985830607
873,43818.11636692651
874,61634.214046520276
875,37218.40665484145
876,54412.327031375906
877,43935.148580172914
878,37466.2395598206
879,49744.09184807423
880,43687.872731913485
881,24946.697414715505
882,49267.353380524946
883,36921.83283973501
884,30216.166827954803
885,55353.29316445172
886,23422.005473087014
887,49613.84821306121
888,23486.938781572167
889,62546.17110987668
890,49750.85335412771
891,33249.466443268364
892,36357.99517645876
893,49342.61234719606
894,28524.759976074114
895,60184.29448847441
896,37153.564241596956
897,36870.377297538726
898,36974.05171081934
899,49438.22384740359
900,37560.787575285416
901,49442.82712662428
902,24955.00543229867
903,23809.876923653566
904,49697.12328757964
905,36075.626903341705
906,24428.996728044833
907,37560.787575285416
908,62546.17110987668
909,60238.766742124404
910,24912.980476992576
911,43785.04089342264
912,55231.27339964673
913,43785.04089342264
914,49313.69147500161
915,24014.50923170175
916,32915.48907184998
917,62551.08578916536
918,36045.3613465288
919,36915.58929083282
920,47237.50041731312
921,43818.11636692651
922,49744.09184807423
923,42800.822911023286
924,24907.026869413858
925,77271.06341976678
926,59118.66605472776
927,30509.207898336783
928,36688.00694238498
929,37298.55949396939
930,40404.90473189447
931,36156.99185495514
932,55468.08117801455
933,37466.2395598206
934,55673.25850917716
935,56229.695462281656
936,49613.84821306121
937,37567.590452623874
938,30518.296476105086
939,37984.22453590696
940,24987.51864099119
941,37013.0315764432
942,30164.614165532876
943,55439.80646803901
944,32867.51050896517
945,37466.2395598206
946,37532.856068250774
947,66586.41874334024
948,63913.60041134923
949,30116.237230674393
950,47383.726619803754
951,49998.349727599256
952,41124.62166684638
953,32060.713746602978
954,23422.005473087014
955,55424.67562029372
956,37599.88382517448
957,55468.08117801455
958,37466.2395598206
959,43935.148580172914
960,28283.70265873115
961,37139.97641733669
962,38024.60428363492
963,32915.48907184998
964,23422.005473087014
965,41189.292277984045
966,33178.027419196056
967,36156.99185495514
968,78555.55640687952
969,37466.2395598206
970,54851.32135695753
971,23422.005473087014
972,71749.143741732
973,63675.0021214896
974,78555.55640687952
975,23422.005473087014
976,43569.97309486598
977,61398.686862682545
978,49402.31450675649
979,38041.92679209783
980,60231.806896317445
981,30270.99284113364
982,32772.34315345683
983,49613.84821306121
984,24979.537729762116
985,37609.85972883448
986,36812.02825493958
987,40862.878372525905
988,49289.798634005805
989,49744.09184807423
990,33154.918427803554
991,47207.92859912644
992,37489.401408961385
993,36719.82184228193
994,43452.2151120397
995,33398.85210431609
996,33154.918427803554
997,28430.2119606093
998,30338.139589458275
999,37466.2395598206
1000,43577.130235151715
1001,56280.12245084341
1002,30338.139589458275
1003,35802.510148553476
1004,46751.747878789276
1005,36719.82184228193
1006,35802.510148553476
1007,36290.62709034859
1008,66821.68831220876
1009,31975.892207575773
1010,48915.91036240986
1011,35802.510148553476
1012,37466.2395598206
1013,30311.123467411027
1014,56562.36900726359
1015,56317.27209756839
1016,33154.918427803554
1017,56317.27209756839
1018,83913.0573798882
1019,65909.03745831287
1020,49613.84821306121
1021,25054.033155800862
1022,65112.579450611935
1023,30364.05887214977
1024,40885.88049778996
1025,31970.722685362936
1026,33426.314798862164
1027,37935.864555641754
1028,30338.139589458275
1029,36956.96179839577
1030,25054.033155800862
1031,44084.05060459232
1032,49514.08527637202
1033,28674.53649376059
1034,49613.84821306121
1035,56317.27209756839
1036,42923.82208773265
1037,63203.69788846898
1038,36145.20645179525
1039,42923.82208773265
1040,46838.818840969674
1041,49831.21980091498
1042,37466.2395598206
1043,73197.37640795461
1044,46751.747878789276
1045,37123.64237225348
1046,46912.63301528797
1047,66611.76585703151
1048,54665.07467531038
1049,46751.747878789276
1050,32060.713746602978
1051,30064.40339132928
1052,28801.866264912805
1053,43339.88133604285
1054,37466.2395598206
1055,37118.56779907894
1056,55103.758274122825
1057,30521.80394276253
1058,49283.21967274233
1059,56468.548899192174
1060,66611.76585703151
1061,23908.376396931057
1062,33154.918427803554
1063,36264.33491156157
1064,44707.28007913023
1065,24933.74257308613
1066,30064.40339132928
1067,25075.340718724874
1068,42923.82208773265
1069,36775.89857518989
1070,72244.53499025312
1071,59262.24598651605
1072,60184.29448847441
1073,36719.82184228193
1074,30521.80394276253
1075,55098.62898869212
1076,49224.61341159016
1077,28224.335263131237
1078,41618.116180662
1079,37047.47912179293
1080,32763.725635224455
1081,25054.033155800862
1082,32763.725635224455
1083,33037.461833353445
1084,31975.892207575773
1085,31702.15600944678
1086,43687.872731913485
1087,47332.654379801126
1088,44640.92164404805
1089,36694.11664325245
1090,46965.80571978794
1091,49224.61341159016
1092,54690.156098394786
1093,66518.4149059015
1094,37047.47912179293
1095,44622.739701712584
1096,38637.72969459214
1097,21745.23121539316
1098,71905.0957942679
1099,56406.68361859731
1100,22718.040971290466
1101,28356.010289337108
1102,45078.83264200525
1103,35218.500586361726
1104,30601.115276024153
1105,34791.87369538679
1106,30840.466536781794
1107,57541.52242593431
1108,29698.175737279606
1109,35868.409847834184
1110,47018.827907118466
1111,29903.721790119373
1112,58686.704426552096
1113,50178.57585022383
1114,27887.11654033818
1115,34539.99385396703
1116,47230.003058362236
1117,41259.3283676843
1118,63844.52514424312
1119,29762.026348684733
1120,21252.61074090756
1121,52831.87605184443
1122,52028.869549140254
1123,35422.39628667453
1124,52857.398334608704
1125,34224.34177218717
1126,30703.06746719627
1127,36421.02598641099
1128,53088.23078931858
1129,29741.42845175859
1130,21252.61074090756
1131,22798.532742867807
1132,30696.282631532493
1133,47391.18276446112
1134,44686.082800001735
1135,27989.928543273916
1136,52872.529182353996
1137,22865.047257677474
1138,35257.81595023478
1139,63844.52514424312
1140,28105.5017740662
1141,29823.68256757105
1142,35355.36852975081
1143,34070.6254960114
1144,33610.099650886514
1145,44675.912406212556
1146,54287.65684345148
1147,47230.003058362236
1148,53605.28966143795
1149,59172.64919619153
1150,34857.107712826706
1151,22744.75667496273
1152,28096.307218874685
1153,34097.78663637072
1154,34566.52762198968
1155,34560.417921122214
1156,44446.85390099077
1157,27997.686249742666
1158,35118.470726737294
1159,27938.95037968329
1160,43878.891416924635
1161,34054.27452176941
1162,67229.35169043232
1163,52831.87605184443
1164,28290.611770462732
1165,26385.848080489755
1166,35257.81595023478
1167,53058.75134875435
1168,53563.57917314486
1169,53614.0061617066
1170,30592.497757791778
1171,58406.44252851956
1172,33688.28869454901
1173,34882.39101878395
1174,33697.19158663561
1175,35826.24944938728
1176,41156.57104908114
1177,47230.003058362236
1178,21252.61074090756
1179,31270.0875856526
1180,45012.61041229403
1181,21818.30979675228
1182,30744.2611944173
1183,46826.87799650524
1184,29741.42845175859
1185,57795.35611111262
1186,33940.04278461093
1187,45031.78890979016
1188,59876.33062411731
1189,34790.60149830219
1190,47299.38787249473
1191,21317.544049392713
1192,38852.99488827836
1193,52467.553147952705
1194,41148.32897166679
1195,61071.479321681865
1196,44952.30280275233
1197,35257.81595023478
1198,30712.57187637332
1199,41624.50385299123
1200,53605.28966143795
1201,33752.273806434416
1202,35257.81595023478
1203,58972.82783669499
1204,34054.27452176941
1205,31006.873141004897
1206,41624.50385299123
1207,41476.9973949731
1208,45027.76040200262
1209,52595.068273476616
1210,41476.9973949731
1211,34224.34177218717
1212,31049.903723481963
1213,63776.52130680439
1214,45091.18158424388
1215,26120.10146585089
1216,26392.191336440043
1217,57541.239892829064
1218,34973.47547436486
1219,34742.788276275955
1220,34793.96294358724
1221,28359.51775599455
1222,47040.48843231867
1223,35352.36396569959
1224,28359.51775599455
1225,40665.32072165607
1226,21613.6774887041
1227,33970.308341423835
1228,40577.35908602985
1229,44904.27159716088
1230,22240.010829921433
1231,47045.09171153936
1232,29493.459672768575
1233,35352.36396569959
1234,34610.81047218091
1235,59876.33062411731
1236,57526.78430599396
1237,34539.73307504982
1238,22723.994578869177
1239,22766.01953417528
1240,22790.551831638724
1241,35422.39628667453
1242,36469.0045492958
1243,41624.50385299123
1244,63869.87225793438
1245,26182.070090182944
1246,34959.88765010459
1247,30744.2611944173
1248,35851.087339371275
1249,47426.70158858787
1250,40870.30157456469
1251,38852.99488827836
1252,31021.04835721027
1253,44521.14494448099
1254,34054.27452176941
1255,73176.46714143034
1256,35257.81595023478
1257,40596.18733407526
1258,52215.116230787404
1259,21252.61074090756
1260,66677.22338469245
1261,26585.303360703365
1262,58971.7849765334
1263,73176.46714143034
1264,40045.76725102617
1265,44984.289718614
1266,35777.88946912208
1267,38526.58098282022
1268,34687.04046240895
1269,35429.770961602386
1270,29823.68256757105
1271,35257.81595023478
1272,40473.18815736588
1273,47391.18276446112
1274,64079.79471311164
1275,41348.89316237807
1276,30955.35570801715
1277,56032.27274317699
1278,21252.61074090756
1279,26272.064785780352
1280,44446.85390099077
1281,58972.82783669499
1282,41510.072868476964
1283,49796.190933405356
1284,35038.31788760935
1285,34539.73307504982
1286,41624.50385299123
1287,57541.239892829064
1288,31242.624891106527
1289,47391.18276446112
1290,41348.89316237807
1291,30955.35570801715
1292,22757.711516592106
1293,28038.8799769637
1294,45015.922617572774
1295,34794.24381847224
1296,60300.48077935427
1297,52722.87522765497
1298,47230.003058362236
1299,41510.072868476964
1300,35257.81595023478
1301,39306.910713719335
1302,28135.085319328195
1303,35095.96955876985
1304,38790.925505872845
1305,30691.808789965315
1306,30940.981348683068
1307,35157.361885617036
1308,36382.63772673284
1309,40596.18733407526
1310,34953.47969606996
1311,47353.117939042786
1312,52351.85223105372
1313,41060.911410411194
1314,60757.00058566332
1315,44503.14134468656
1316,30592.497757791778
1317,34108.12720340415
1318,35257.81595023478
1319,56179.286697105315
1320,34539.73307504982
1321,30955.35570801715
1322,44446.85390099077
1323,53802.43261005536
1324,26297.64332097523
1325,34783.41831401069
1326,61214.96079680353
1327,34200.30919265384
1328,22753.25413288742
1329,52462.423862522
1330,22688.30534695511
1331,35257.81595023478
1332,30228.75432842208
1333,30633.54192801695
1334,28105.5017740662
1335,44874.6997789742
1336,33697.19158663561
1337,52088.5772064208
1338,35257.81595023478
1339,46826.87799650524
1340,35134.75453766597
1341,34635.181270853405
1342,44874.6997789742
1343,22838.51348965483
1344,34958.5542692445
1345,34539.73307504982
1346,40679.64242790157
1347,34160.82269765893
1348,33670.657818612955
1349,22945.949649753813
1350,28024.73010095246
1351,68086.9685621513
1352,34786.60122319934
1353,53896.25271812677
1354,33697.19158663561
1355,34779.61813379158
1356,52376.93365413813
1357,52872.529182353996
1358,35412.38407443112
1359,34224.34177218717
1360,35212.46599846007
1361,58164.30929939145
